record_id,reporting_date,programme_name,sector,state,lga,community,predicted_risk,high_risk_model_score,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,recommended_investigation,decision_use
ES-005724,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 5,Low,1.422576286512121e-19,Low activity completion,Reporting delay,Elevated complaints,Strong achievement,Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-000220,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 1,Low,1.2715216299431843e-20,Elevated complaints,Reporting delay,Access constraints,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-005564,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 6,High,0.8253945678326493,Low achievement,Supply delay,Reporting delay,Lower complaints,"Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-000572,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 6,Low,3.930746261990205e-30,Reporting delay,Elevated complaints,Lower data quality,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-007388,2026-04-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 3,Medium,0.0004881482748162,Low activity completion,Elevated complaints,Reporting delay,Lower access constraints,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-006140,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 6,Low,1.432157091763979e-17,Low activity completion,Supply delay,Lower data quality,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-004828,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 1,Low,3.0681727432260486e-09,Low activity completion,Access constraints,Low staff availability,Timely reporting,"Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-000412,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 1,Low,7.5297617484753185e-31,Elevated complaints,Low staff availability,Previous-month achievement pattern,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-003900,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 2,Medium,2.421435839400736e-05,Low achievement,Access constraints,Supply delay,Strong activity completion,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-004092,2026-04-01,Education Access Project,Education,Borno,Ngala,Ngala Site 2,Low,8.484799790867373e-12,Reporting delay,Supply delay,Access constraints,Lower complaints,"Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-001660,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 4,Medium,0.0001600359594322,Low activity completion,Reporting delay,Access constraints,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-000477,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 3,Low,7.174191204930924e-13,Low staff availability,Access constraints,Low activity completion,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Review access, movement and operational constraints affecting delivery. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-005981,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 1,Low,1.4459589347973602e-18,Supply delay,Access constraints,Previous-month achievement pattern,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004957,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 5,Medium,1.9191512504699675e-06,Supply delay,Low activity completion,Access constraints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-002589,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,Medium,0.0002155222062666,Reporting delay,Low activity completion,Low achievement,Strong staff availability,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-003741,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 3,High,0.6850999939958035,Low achievement,Supply delay,Reporting delay,Lower complaints,"Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-002333,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 1,Medium,5.168387927837159e-05,Low activity completion,Low achievement,Elevated complaints,Timely reporting,Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-001021,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,Low,8.36706335198035e-09,Supply delay,Access constraints,Low activity completion,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-001693,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,Low,1.727272667904788e-22,Access constraints,Elevated complaints,Lower data quality,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-000765,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 6,Medium,4.147732785186882e-06,Supply delay,Lower data quality,Access constraints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Validate source data, completeness and reporting quality. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-004061,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 1,Medium,0.0036860289426279,Low activity completion,Low achievement,Elevated complaints,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-000509,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 4,Low,5.719792108765625e-29,Low activity completion,Supply delay,Previous-month achievement pattern,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-001277,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 4,Low,9.698727047515772e-13,Low activity completion,Lower data quality,Low staff availability,Timely reporting,"Review delayed or incomplete activities and implementation constraints. | Validate source data, completeness and reporting quality. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-002525,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,Low,1.36729198944137e-19,Supply delay,Lower data quality,,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-006077,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 4,Medium,0.0007734412366236,Low achievement,Low activity completion,Reporting delay,Limited supply delay,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-006301,2026-05-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,Medium,5.380183056837463e-06,Low activity completion,Low achievement,Access constraints,Strong staff availability,"Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-003101,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 1,Low,3.4765750255735775e-12,Low activity completion,Access constraints,Low staff availability,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-003261,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 6,Low,2.175995169395056e-18,Reporting delay,Low activity completion,Supply delay,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-005149,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 5,Low,1.4374828073022068e-10,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Limited supply delay,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-004797,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 6,Medium,1.1216601393080323e-06,Reporting delay,Low activity completion,Low staff availability,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-006525,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,Low,1.768640098143843e-18,Elevated complaints,Lower data quality,Budget utilisation pattern,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-006557,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,Low,2.3085415591391763e-18,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Lower complaints,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-003133,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 2,Low,3.759761815320001e-07,Supply delay,Elevated complaints,Low achievement,Strong activity completion,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-003229,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 5,Medium,5.924428280167288e-06,Access constraints,Supply delay,Low activity completion,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-006877,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 5,Low,9.992821712419293e-23,Lower data quality,Low staff availability,Previous-month achievement pattern,Strong achievement,"Validate source data, completeness and reporting quality. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004285,2026-05-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 2,Low,1.0124520927210004e-17,Lower data quality,Low staff availability,Previous-month achievement pattern,Strong achievement,"Validate source data, completeness and reporting quality. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-003197,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 4,Low,1.2074895513612409e-12,Low activity completion,Reporting delay,Elevated complaints,Strong achievement,Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-006109,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,Low,4.0561394717598356e-20,Access constraints,Low staff availability,Budget utilisation pattern,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-006589,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,Low,5.529555179132472e-16,Low staff availability,Elevated complaints,Low activity completion,Timely reporting,"Review staffing coverage, absences and field deployment capacity. | Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-001245,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 3,Medium,1.379851589404346e-05,Low activity completion,Low achievement,Low staff availability,Timely reporting,"Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-005085,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 3,Low,7.098376833379568e-12,Low activity completion,Reporting delay,Low staff availability,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-002557,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,Low,5.370268815590865e-38,Elevated complaints,Previous-month achievement pattern,Access constraints,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-003165,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 3,Low,6.484585905708011e-20,Access constraints,Supply delay,Low staff availability,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-000989,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,Low,7.303297257112439e-33,Elevated complaints,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Recommended for human review; the model does not make operational decisions.
ES-001053,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,Low,1.5314714144579975e-24,Access constraints,Supply delay,Previous-month achievement pattern,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004093,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 2,Low,8.493952850769491e-12,Supply delay,Low staff availability,Elevated complaints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review staffing coverage, absences and field deployment capacity. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-006141,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 6,Low,9.966372954345761e-10,Low activity completion,Reporting delay,Access constraints,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-004221,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 6,Medium,6.345143032888307e-05,Low achievement,Supply delay,Access constraints,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-005117,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 4,Low,3.9663679421910156e-14,Low staff availability,Access constraints,Supply delay,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-004317,2026-05-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 3,Medium,0.0002866418949139,Supply delay,Access constraints,Low staff availability,Timely reporting,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-006429,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 3,Low,2.656782997136101e-08,Low activity completion,Elevated complaints,Reporting delay,Strong achievement,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-001341,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,Low,6.502698883176696e-18,Previous-month achievement pattern,,,Strong achievement,Review recent performance trends for persistent underachievement.,Recommended for human review; the model does not make operational decisions.
ES-000733,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 5,Low,1.9759952089475922e-14,Low activity completion,Lower data quality,Supply delay,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Validate source data, completeness and reporting quality. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-006013,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,Low,9.372467344161996e-07,Reporting delay,Access constraints,Elevated complaints,Strong activity completion,"Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-005597,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 1,Low,4.536015384391413e-23,Low activity completion,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Review delayed or incomplete activities and implementation constraints. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Recommended for human review; the model does not make operational decisions.
ES-003773,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 4,Medium,1.3324544074974248e-05,Supply delay,Elevated complaints,Access constraints,Strong activity completion,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-006269,2026-05-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 4,Low,2.1092043082612786e-08,Reporting delay,Low staff availability,Supply delay,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review staffing coverage, absences and field deployment capacity. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-006813,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 3,Low,1.3426738513745425e-18,Low staff availability,Lower data quality,Budget utilisation pattern,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-003837,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 6,Medium,0.0048654260478914,Low achievement,Supply delay,Access constraints,Strong activity completion,"Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-000189,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,Medium,6.301902575972703e-05,Low achievement,Low activity completion,Reporting delay,Lower access constraints,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-004189,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 5,Low,2.0306003455804722e-16,Access constraints,Low staff availability,,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-005181,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,Medium,0.0002891527217933,Low activity completion,Supply delay,Low achievement,Strong staff availability,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-000093,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 3,Medium,8.537973220908869e-06,Reporting delay,Access constraints,Low activity completion,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-001309,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 5,High,0.7408973069469393,Low achievement,Low activity completion,Elevated complaints,Timely reporting,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-001725,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,Low,1.08740676865404e-17,Access constraints,Supply delay,Low staff availability,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-004157,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 4,High,0.9996797639801108,Low activity completion,Low achievement,Reporting delay,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-006045,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,Low,8.629682281863122e-28,Low staff availability,Lower data quality,,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-006493,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,Medium,5.976638709491538e-05,Low activity completion,Supply delay,Lower data quality,Timely reporting,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-003805,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 5,Medium,0.000626182346926,Low achievement,Supply delay,Low staff availability,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-004125,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 3,Medium,8.258136942272695e-05,Low achievement,Elevated complaints,Supply delay,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-004765,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 5,Low,2.230905144949938e-25,Low staff availability,Lower data quality,Previous-month achievement pattern,Limited supply delay,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-006461,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 4,Medium,4.373643782066587e-05,Low activity completion,Elevated complaints,Reporting delay,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-006621,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,Low,4.5050785640361516e-10,Supply delay,Low achievement,Elevated complaints,Strong activity completion,"Review procurement, logistics and supply-chain bottlenecks. | Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-002173,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 2,Medium,1.563752912662794e-05,Low achievement,Access constraints,Reporting delay,Strong activity completion,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-006397,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 2,Low,9.630841033887965e-16,Supply delay,Reporting delay,Lower data quality,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-005533,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 5,Medium,0.0002910901848044,Supply delay,Elevated complaints,Low activity completion,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-007133,2026-05-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 1,Low,1.705627204487594e-19,Access constraints,Lower data quality,Previous-month achievement pattern,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-001821,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 3,Low,2.8214819194934667e-17,Reporting delay,Low activity completion,Lower data quality,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-007357,2026-05-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 2,Low,9.20979393143236e-22,Previous-month achievement pattern,Access constraints,Budget utilisation pattern,Limited supply delay,"Review recent performance trends for persistent underachievement. | Review access, movement and operational constraints affecting delivery. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-001853,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 4,High,0.6752157807281,Supply delay,Access constraints,Reporting delay,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
